thread_id,doc_id,num,subnum,op,timestamp,fourchan_date,name,title,referencing_comment,comments,poster_country,nreplies,formatted,media_link
159151681,135531426,159154447,0,0,1517719380,2/3/18(Sat)23:43,Anonymous,NA,NA,"The most redpilled alternative is Yacy: A open source, distributed search engine.
Does not get more unbiased as when you control the bias.

That being said it is of lower quality compared to google.
Another engine would be DuckDuckGo, but some dont like that it run by kikes.

Finally: Meta-Search engines that search across multiple engines. That could help make the bias visible more easily.",CH,NA,FALSE,https://i.4pcdn.org/pol/1503861601441.png
166502557,142827088,166510921,0,0,1522717940,4/2/18(Mon)21:12,Anonymous,NA,"166509925
","he is wrong to use the ancient approach of server-client setups. 
He should take it to zeronet and there he would not need to spend a single cent for servers. 

Its the same problem with DDG or gab, the only good thing about those is that they are ""not the bad guy"" but tomorrow they could become, and then you are back to square one. 
Decentralization is right now our only real hope.

pic related, its yacy, a P2P open source search engine, really nice to use, has some pretty advanced mapreduce features and you can set exactly how pages are to be ranked.

yw",CH,NA,FALSE,https://i.4pcdn.org/pol/1503861601441.png
178762325,155079788,178767856,0,0,1531616856,7/14/18(Sat)21:07,Anonymous,NA,NA,"anyone use Yacy?
It's a decentralized p2p search engine - may be the only way to find unfiltered information in the future as the big corps continue to put things in the memory hole.

https://www.youtube.com/watch?v=aYPioZHr5Jk

https://yacy.net/",CA,NA,FALSE,NA
180069461,156398321,180087214,0,0,1532565535,7/25/18(Wed)20:38,DUCKDUCK GO IS OWNED BY AN ISRAELI,NA,"180086840
","
searx dot me

yacy

and searx mirrors or yacy mirrors or running your own search engine",NA,NA,FALSE,NA
182150998,158464891,182154570,0,0,1534180593,8/13/18(Mon)13:16,Anonymous,NA,"182150998
","Fuck the rightwing, leftwing crap. What would be more useful in the long run instead of creating blinkered echo chambers is to actually make the likes of google irrelevent by using tech that the people control not corporations.
Want a search engine not controlled by a corporate entity? Here you go https://yacy.net/en/index.html
Make a new thread and get anons to help be a part of the network WE the people control",GB,NA,FALSE,NA
182150998,158466492,182156189,0,0,1534181688,8/13/18(Mon)13:34,Anonymous,NA,"182155527
",Do you know how yacy works?,GB,NA,FALSE,NA
182150998,158468613,182158311,0,0,1534183190,8/13/18(Mon)13:59,Anonymous,NA,"182156683
",">open source / free to use
Jesus dude! YACY is handing it to you on a plate... Its free AND open source",GB,NA,FALSE,NA
182150998,158469519,182159217,0,0,1534183780,8/13/18(Mon)14:09,Anonymous,NA,"182158464
","Wrong. All it takes is enough people to contribute. See pic related here and stop thinking about centralized services that can be co-opted and used to control its users

This right here is what OP needs to look at and understand https://yacy.net/en/index.html",GB,NA,FALSE,NA
182150998,158470630,182160321,0,0,1534184466,8/13/18(Mon)14:21,Anonymous,NA,"182158311
",">YACY
looking into this. I've never heard of it.",US,NA,FALSE,NA
202719319,178982056,202719550,0,0,1549810380,2/10/19(Sun)9:53,Anonymous,NA,"202719319
",Yacy. Decentralized search engine.,US,NA,FALSE,NA
214215390,190466971,214215691,0,0,1558794005,5/25/19(Sat)10:20,Anonymous,NA,"214215390
",">Why is nobody talking about this?
Who even uses Google? All the people that care have been using YaCy for years.",MX,NA,FALSE,NA
217364150,193647199,217398245,0,0,1561463898,6/25/19(Tue)7:58,Anonymous,NA,"217396348
","There is no startpage without google, nob jockey. They use Google for their results, but prevent tracking. You can make your own search engine with YaCy, it's fun, but you might have to actually learn something instead of sitting on your fat ass letting corporations spoon feed you everything like a giant retarded baby.",US,NA,FALSE,NA
217634185,193888284,217639445,0,0,1561647131,6/27/19(Thu)10:52,Anonymous,NA,"217634185
",Dunno... We should really create some kind of p2p index scheme and a client and indexer... I know some projects like this exists but they arent used much such as YaCy..,DK,NA,FALSE,NA
217789180,194045403,217796848,0,0,1561757930,6/28/19(Fri)17:38,Anonymous,NA,"217795678
",This may be what you're all looking for: https://yacy.net/en/index.html,US,NA,FALSE,NA
217789180,194047977,217799401,0,0,1561759586,6/28/19(Fri)18:06,Anonymous,NA,"217799153
",">https://yacy.net/en/index.html
it's open source so it should be fine",US,NA,FALSE,NA
222668497,198916283,222671444,0,0,1565534521,8/11/19(Sun)10:42,Anonymous,NA,"222668497
","DuckDuckGo is powered by Bing. They also forward your identity and search details to their affiliates, which includes Microsoft, Amazon, and even Google themselves. The creator made it big on his first project before DDG which collected users' address books. He then sold all of these contact details to a third party and made millions.

One alternative is Fireball (fireball com), an anonymous German search engine that is fast and gives relevant results in a clean interface.

Another, if you're more technically inclined, is YaCy (yacy net), a peer-to-peer, fully-decentralized search engine that also gives incredibly accurate results. It's much harder to track and profile users performing searches on P2P projects like this. The one downside is that you need a client running in order for it to work.",US,NA,FALSE,https://i.4pcdn.org/pol/1526074216718.jpg
228314278,204557754,228316744,0,0,1569869218,9/30/19(Mon)14:46,Anonymous,NA,"228314278
","millionshort.com (This one is pretty interesting, lots of filters)
yacy.net (p2p search engine)",HU,NA,FALSE,NA
228314278,204583857,228342851,0,0,1569884870,9/30/19(Mon)19:07,Anonymous,NA,"228314946
",">it would be a decentralized search engine powered by the blockchain or a decentralized autonomous organization

This exists already it is called YaCY https://yacy.net/en/index.html",US,NA,FALSE,NA
240184975,216447517,240215815,0,0,1579537050,1/20/20(Mon)11:17,Anonymous,NA,"240188353
","DNS proxy is a better solution.
>What about search engines?
Use Yacy and leech off of it. This is probably the best fit for a search engine since it's decentralized, but make sure to download it.",US,NA,FALSE,NA
263715721,239927754,263720251,0,0,1592573923,6/19/20(Fri)9:38,Anonymous,NA,"263719876
","Yes some things you need to crawl with yacy, millionshort is also an option. That being said ddg is still more reliable than Google who will ouright censor results 
https://www.youtube.com/watch?v=SrsCEbi5N7Y
They have a browser for """"""iOS"""""" none for desktop afaik",PT,NA,FALSE,NA
265513030,241737255,265531597,0,0,1593473842,6/29/20(Mon)19:37,Anonymous,NA,"265513030
","duckduckgo
yandex
https://search.yacy.net/
https://www.qwant.com/
https://www.ecosia.org/
https://metager.org/
https://peekier.com/",US,NA,FALSE,NA
268768509,244974163,268769766,0,0,1595235843,7/20/20(Mon)5:04,Anonymous,NA,"268768664
","https://search.yacy.net/
https://www.qwant.com/
https://www.ecosia.org/
https://metager.org/
https://peekier.com/",US,NA,FALSE,NA
268768509,244976137,268771743,0,0,1595237524,7/20/20(Mon)5:32,Anonymous,NA,"268769766
",">https://search.yacy.net/
>https://www.qwant.com/
>https://www.ecosia.org/
>https://metager.org/
>https://peekier.com/
Can anyone give summaries of these?
I'm primarily using duckduckgo. I tried using Searx for a while but the results are heavily crippled despite selecting a number of different search engines to draw from.",US,NA,FALSE,NA
273792187,249996524,273797298,0,0,1598163571,8/23/20(Sun)2:19,Anonymous,NA,"273795826
",yacy,US,NA,FALSE,NA
273792187,249999048,273799834,0,0,1598165760,8/23/20(Sun)2:56,Anonymous,NA,"273797298
","
You beat me too it. 

>open sourced
>decentralized 
>peer to peer 

https://yacy.net/",US,NA,FALSE,NA
275558003,251766349,275568220,0,0,1599030905,9/2/20(Wed)3:15,Anonymous,NA,"275558003
","Yes.
yacy.net",US,NA,FALSE,https://i.4pcdn.org/pol/1599030905858.png
276536054,252738453,276540877,0,0,1599582576,9/8/20(Tue)12:29,Anonymous,NA,NA,You should use yacy.,US,NA,FALSE,https://i.4pcdn.org/pol/1599582576212.png
277830603,254040318,277843936,0,0,1600312822,9/16/20(Wed)23:20,Anonymous,NA,NA,"An attempt was made to complete an upgrade of my NAS for a second time in as many weeks new drive was faulty. This one failed 2 hours into a 17 hour resilver with read errors and smart data showing low helium. The one I received last week wouldn't work at all so there's that. I began to write up a new PC build. I monitored some forums and applied a thanks icon to a post by someone who provided useful info, possibly the guy who updated the some pciids for the AMDGPU driver. While in IRC I mentioned that we need to travel back in time to save Hitler after someone else reposted a meme with bill and ted which came from here. I ate three frozen bean burritos which were baked in the oven instead of microwaving and I covered them with shredded cheese but they were still shit. I played with and generally took care of my dog. I drove to the store and bought cigs for myself and my girlfriend. I read a bit about NVME drives. My yacy node is becoming interesting. In terms indexed pages it has about 5% of what google started with and if I can continue crawling at the same rate it will reach 100,000,000 pages in about 4 months. I added newatlas and phys.org to the local crawler. I nicked my scalp while shaving. After watching a home video from a few years back I texted a young woman that I miss her and she texted back that she misses me too. I did other things but now I'm going to watch tucker since I was missed it earlier.",US,NA,FALSE,https://i.4pcdn.org/pol/1600019696570.jpg
291152588,267191576,291154102,0,0,1605567106,11/16/20(Mon)17:51,Anonymous,NA,"291153341
","wrong.
firefox>chromium>opera>chrome>edge>IE
yacy>duckduckgo>google",CH,NA,FALSE,NA
294919429,270979592,294945124,0,0,1607196144,12/5/20(Sat)14:22,Anonymous,NA,"294919429
","extremely based
Use yacy for search and briar for messaging",NA,NA,FALSE,NA
294957728,270994770,294960194,0,0,1607202366,12/5/20(Sat)16:06,Anonymous,NA,"294957728
",Use searx or yacy,NA,NA,FALSE,NA
295404233,271454576,295420366,0,0,1607420575,12/8/20(Tue)4:42,Anonymous,NA,"295420176
","no need for foreign ones, just use YaCy.
But since you asked, the russian one is yandex.",US,NA,FALSE,NA
297013242,273047240,297014459,0,0,1608139833,12/16/20(Wed)12:30,Anonymous,NA,NA,"searx
yacy
presearch",US,NA,FALSE,NA
297105786,273156203,297123524,0,0,1608186675,12/17/20(Thu)1:31,Anonymous,NA,NA,Anyone using Yacy for search?,US,NA,FALSE,NA
300139597,276173040,300143546,0,0,1609800141,1/4/21(Mon)17:42,Anonymous,NA,NA,find a good searx instance untill yacy becomes more viable,US,NA,FALSE,NA
301647592,277680279,301652553,0,0,1610257082,1/10/21(Sun)0:38,Anonymous,NA,NA,"Here are some of the alternatives:
>Google
https://searx.me/
https://yacy.net/
>YouTube
https://lbry.com/
https://joinpeertube.org/
>Gmail
https://protonmail.com/
https://tutanota.com/
>Twitter
https://pleroma.social/
https://joinmastodon.org/
>Google Drive, OneDrive, Dropbox etc
https://nextcloud.com/
>Paypal
https://getmonero.org/
https://bitcoin.org

Useful links:
https://privacytools.io/
https://prism-break.org/en/",MX,NA,FALSE,NA
301756839,277806624,301778895,0,0,1610306721,1/10/21(Sun)14:25,Anonymous,NA,NA,"alternatives to big tech, in case you wanted to know of some
>Google
https://searx.me/
https://yacy.net/
>YouTube
https://lbry.com/
https://joinpeertube.org/
>Gmail
https://protonmail.com/
https://tutanota.com/
>Twitter
https://pleroma.social/
https://joinmastodon.org/
>Google Drive, OneDrive, Dropbox etc
https://nextcloud.com/
>Paypal
https://getmonero.org/
https://bitcoin.org

Useful links:
https://privacytools.io/
https://prism-break.org/en/",MX,NA,FALSE,NA
